Question,Company,Category,Complexity,Experience Level,Years of Experience
"At Airbnb, scale churn prevention for Reviews to new regions with global rollout risk. What KPIs (upsell rate, CAC) and review cadence would you set?",Airbnb,Strategic Prioritization,Easy,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track activation rate? Include event taxonomy and A/B testing plan for A/B testing.,Airbnb,Strategic (Design),Easy,Principal/Director,10+
Propose a deprecation plan for a legacy SEO feature in Trust at Airbnb. How do you mitigate risk to CSAT and inform data science?,Airbnb,Strategic Design,Easy,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve spam prevention for Listings under seasonality spikes? Which metrics (LTV, ARPU) prove success?",Airbnb,Strategic Customer focus,Easy,Principal/Director,10+
"Design an MVP to boost query success rate for Reviews at Airbnb focusing on fraud detection. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Estimation Analytical,Easy,Principal/Director,10+
Prioritize a roadmap for pricing & packaging at Airbnb's Host tools. How do you balance speed vs quality? latency p95.,Airbnb,Estimation Product sense,Easy,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign enterprise controls in Listings to reduce session length.,Airbnb,Behavioral Data-driven,Easy,Principal/Director,10+
"At Airbnb, scale workflow automation for Reviews to new regions with seasonality spikes. What KPIs (NPS, error rate) and review cadence would you set?",Airbnb,Behavioral Collaboration,Easy,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track ARPU? Include event taxonomy and A/B testing plan for analytics.,Airbnb,Leadership Execution,Easy,Principal/Director,10+
Propose a deprecation plan for a legacy ML ranking feature in Trust at Airbnb. How do you mitigate risk to fill rate and inform ops?,Airbnb,Product sense Strategic,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve content moderation for Listings under strict privacy rules? Which metrics (successful payments, fill rate) prove success?",Airbnb,Data Analytical Problem-solving,Medium,Principal/Director,10+
"Design an MVP to boost support ticket volume for Reviews at Airbnb focusing on knowledge base. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Metrics Data,Medium,Principal/Director,10+
Prioritize a roadmap for customer support at Airbnb's Host tools. How do you balance speed vs quality? time-to-first-action.,Airbnb,General Product sense,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign search in Listings to reduce successful payments.,Airbnb,General Communication,Medium,Principal/Director,10+
"At Airbnb, scale notifications for Reviews to new regions with strict privacy rules. What KPIs (click-through rate, activation rate) and review cadence would you set?",Airbnb,Analytical Problem-solving,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track error rate? Include event taxonomy and A/B testing plan for recommendations.,Airbnb,Crisis Management Strategy,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy trust & safety feature in Trust at Airbnb. How do you mitigate risk to activation rate and inform security?,Airbnb,Leadership Team Management,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve ads quality for Listings under global rollout risk? Which metrics (retention D30, support ticket volume) prove success?",Airbnb,Product sense UX Improvement,Medium,Principal/Director,10+
"Design an MVP to boost CSAT for Reviews at Airbnb focusing on creator tools. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Product Launch Go-to-market,Medium,Principal/Director,10+
Prioritize a roadmap for marketplace at Airbnb's Host tools. How do you balance speed vs quality? LTV.,Airbnb,AB Testing Metrics Trade-off Analysis,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign internationalization in Listings to reduce time-to-first-action.,Airbnb,Pricing System Design,Medium,Principal/Director,10+
"At Airbnb, scale reliability for Reviews to new regions with global rollout risk. What KPIs (DAU/MAU, CSAT) and review cadence would you set?",Airbnb,Metrics Analysis Problem-solving,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track conversion rate? Include event taxonomy and A/B testing plan for latency.,Airbnb,Product sense Strategy,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy mobile performance feature in Trust at Airbnb. How do you mitigate risk to ARPU and inform design?,Airbnb,Metrics Success Criteria,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve growth loops for Listings under seasonality spikes? Which metrics (session length, churn) prove success?",Airbnb,Metrics Product health,Medium,Principal/Director,10+
"Design an MVP to boost fill rate for Reviews at Airbnb focusing on conversion funnels. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Product sense Problem-solving,Medium,Principal/Director,10+
Prioritize a roadmap for retention at Airbnb's Host tools. How do you balance speed vs quality? successful payments.,Airbnb,AB Testing Growth,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign accessibility in Listings to reduce average order value.,Airbnb,System Design,Medium,Principal/Director,10+
"At Airbnb, scale SEO for Reviews to new regions with seasonality spikes. What KPIs (average order value, query success rate) and review cadence would you set?",Airbnb,Product Sense,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track CAC? Include event taxonomy and A/B testing plan for spam prevention.,Airbnb,Launch,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy pricing & packaging feature in Trust at Airbnb. How do you mitigate risk to error rate and inform support?,Airbnb,Success Criteria,Medium,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve subscriptions for Listings under strict privacy rules? Which metrics (upsell rate, CAC) prove success?",Airbnb,Prioritization,Medium,Principal/Director,10+
"Design an MVP to boost activation rate for Reviews at Airbnb focusing on self-serve. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Product Health,Medium,Principal/Director,10+
Prioritize a roadmap for enterprise controls at Airbnb's Host tools. How do you balance speed vs quality? retention D30.,Airbnb,AB Testing,Medium,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign insights in Listings to reduce click-through rate.,Airbnb,Metrics,Medium,Principal/Director,10+
"At Airbnb, scale ML ranking for Reviews to new regions with strict privacy rules. What KPIs (latency p95, refund rate) and review cadence would you set?",Airbnb,Growth,Medium,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track refund rate? Include event taxonomy and A/B testing plan for content moderation.,Airbnb,Customer Obsession,Medium,Principal/Director,10+
Propose a deprecation plan for a legacy customer support feature in Trust at Airbnb. How do you mitigate risk to conversion rate and inform compliance?,Airbnb,Behavioral,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve SLA for Listings under global rollout risk? Which metrics (NPS, error rate) prove success?",Airbnb,Execution,Hard,Principal/Director,10+
"Design an MVP to boost ARPU for Reviews at Airbnb focusing on onboarding. Outline milestones, critical risks, and guardrails for cost ceilings.",Airbnb,Technical,Hard,Principal/Director,10+
Prioritize a roadmap for search at Airbnb's Host tools. How do you balance speed vs quality? session length.,Airbnb,General,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign payments in Listings to reduce upsell rate.,Airbnb,Strategic (Product sense),Hard,Principal/Director,10+
"At Airbnb, scale trust & safety for Reviews to new regions with global rollout risk. What KPIs (time-to-first-action, conversion rate) and review cadence would you set?",Airbnb,General Personal,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track churn? Include event taxonomy and A/B testing plan for ads quality.,Airbnb,Leadership Communication,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy marketplace feature in Trust at Airbnb. How do you mitigate risk to CAC and inform engineering?,Airbnb,Strategic Prioritization,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve B2B admin for Listings under seasonality spikes? Which metrics (click-through rate, activation rate) prove success?",Airbnb,Strategic (Design),Hard,Principal/Director,10+
"Design an MVP to boost error rate for Reviews at Airbnb focusing on data privacy. Outline milestones, critical risks, and guardrails for data quality gaps.",Airbnb,Strategic Market,Hard,Principal/Director,10+
Prioritize a roadmap for internationalization at Airbnb's Host tools. How do you balance speed vs quality? upsell rate.,Airbnb,Strategic Design,Hard,Principal/Director,10+
You're the Principal/Director at Airbnb. Redesign security in Listings to reduce retention D30.,Airbnb,Estimation Product sense,Hard,Principal/Director,10+
"At Airbnb, scale mobile performance for Reviews to new regions with seasonality spikes. What KPIs (LTV, ARPU) and review cadence would you set?",Airbnb,Leadership Behavioral,Hard,Principal/Director,10+
How would you set up a measurement framework for Host tools at Airbnb to track query success rate? Include event taxonomy and A/B testing plan for growth loops.,Airbnb,Strategic Collaboration,Hard,Principal/Director,10+
Propose a deprecation plan for a legacy retention feature in Trust at Airbnb. How do you mitigate risk to refund rate and inform marketing?,Airbnb,Behavioral Collaboration,Hard,Principal/Director,10+
"As a Principal/Director at Airbnb, how would you improve churn prevention for Listings under strict privacy rules? Which metrics (DAU/MAU, CSAT) prove success?",Airbnb,Leadership Execution,Hard,Principal/Director,10+
"Design an MVP to boost conversion rate for Reviews at Airbnb focusing on A/B testing. Outline milestones, critical risks, and guardrails for legacy dependencies.",Airbnb,Remote,Hard,Principal/Director,10+
